pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_facility
HD 183263,b,HD 183263 b,Radial Velocity,626.51599,1.1,-1.1,0,1.49,0.02,-0.02,0,0.36,0.01,-0.01,0,54.28,0.11,-0.11,0,7.718,,0,W. M. Keck Observatory
HD 183263,c,HD 183263 c,Radial Velocity,3070,110,-110,0,4.35,0.28,-0.28,0,0.239,0.064,-0.064,0,54.28,0.11,-0.11,0,7.718,,0,W. M. Keck Observatory
HD 185269,b,HD 185269 b,Radial Velocity,6.83776,0.00027,-0.00027,0,0.077,0.0034,-0.0034,0,0.229,0.014,-0.014,0,52.07,0.08,-0.08,0,6.518,,0,Lick Observatory
HD 187085,b,HD 187085 b,Radial Velocity,1019.74,21.29,-22.58,0,2.1,0.032,-0.032,0,0.251,0.221,-0.191,0,45.96,0.09,-0.09,0,7.075,,0,Anglo-Australian Telescope
HD 187123,b,HD 187123 b,Radial Velocity,3.0965828,0.0000078,-0.0000078,0,0.0426,0.0025,-0.0025,0,0.0103,0.0059,-0.0059,0,46.02,0.07,-0.07,0,7.673,,0,W. M. Keck Observatory
HD 187123,c,HD 187123 c,Radial Velocity,3810,420,-420,0,4.89,0.53,-0.53,0,0.252,0.033,-0.033,0,46.02,0.07,-0.07,0,7.673,,0,W. M. Keck Observatory
HD 18742,b,HD 18742 b,Radial Velocity,766,25,-25,0,1.82,0.14,-0.14,0,0.04,0.035,-0.035,0,163.37,3.08,-3.08,0,7.555,,0,W. M. Keck Observatory
HD 188015,b,HD 188015 b,Radial Velocity,461.2,1.7,-1.7,0,1.203,0.07,-0.07,0,0.137,0.026,-0.026,0,50.74,0.11,-0.11,0,8.066,,0,W. M. Keck Observatory
HD 189733,b,HD 189733 b,Radial Velocity,2.21857567,0.00000015,-0.00000015,0,,,,0,0,,,0,19.78,0.01,-0.01,0,7.414,,0,Haute-Provence Observatory
HD 190360,b,HD 190360 b,Radial Velocity,2915.03687,29,-29,0,3.97,0.07,-0.07,0,0.31,0.02,-0.02,0,16.01,0.02,-0.02,0,5.534,,0,Haute-Provence Observatory
HD 190360,c,HD 190360 c,Radial Velocity,17.111,0.0048,-0.0048,0,0.1304,0.0075,-0.0075,0,0.237,0.082,-0.082,0,16.01,0.02,-0.02,0,5.534,,0,W. M. Keck Observatory
HD 190647,b,HD 190647 b,Radial Velocity,1176.45,3.1,-2.83,0,2.231,0.019,-0.019,0,0.224,0.014,-0.014,0,54.56,0.15,-0.15,0,7.594,,0,La Silla Observatory
HD 190984,b,HD 190984 b,Radial Velocity,4885,1600,-1600,0,5.5,,,0,0.57,0.1,-0.1,0,148.81,0.98,-0.98,0,8.611,,0,La Silla Observatory
HD 191806,b,HD 191806 b,Radial Velocity,1606.3,7.2,-7.2,0,2.8,0.1,-0.1,0,0.259,0.017,-0.017,0,65.79,0.11,-0.11,0,7.933,,0,Haute-Provence Observatory
HD 192263,b,HD 192263 b,Radial Velocity,24.3556,0.0046,-0.0046,0,0.15,0,0,0,0.05,0.04,-0.04,0,19.65,0.02,-0.02,0,7.496,,0,La Silla Observatory
HD 192310,b,HD 192310 b,Radial Velocity,74.72,0.1,-0.1,0,0.32,0.005,-0.005,0,0.13,0.04,-0.04,0,8.8,0.01,-0.01,0,5.453,,0,La Silla Observatory
HD 192310,c,HD 192310 c,Radial Velocity,525.8,9.2,-9.2,0,1.18,0.025,-0.025,0,0.32,0.11,-0.11,0,8.8,0.01,-0.01,0,5.453,,0,La Silla Observatory
HD 192699,b,HD 192699 b,Radial Velocity,340.94,0.92,-0.92,0,1.063,0.049,-0.049,0,0.082,0.041,-0.041,0,72.01,0.27,-0.27,0,6.206,,0,Lick Observatory
HD 195019,b,HD 195019 b,Radial Velocity,18.20132,0.00039,-0.00039,0,0.14,0,0,0,0.01,0,0,0,37.71,0.07,-0.07,0,6.729,,0,Lick Observatory
HD 196050,b,HD 196050 b,Radial Velocity,1378,21,-21,0,2.51,0.05,-0.05,0,0.23,0.04,-0.04,0,50.75,0.1,-0.1,0,7.341,,0,Anglo-Australian Telescope
HD 196067,b,HD 196067 b,Radial Velocity,3638,232,-185,0,5.02,0.19,-0.19,0,0.66,0.18,-0.09,0,39.98,0.05,-0.05,0,6.326,,0,La Silla Observatory
HD 196885 A,b,HD 196885 A b,Radial Velocity,1333,15,-15,0,2.37,0.02,-0.02,0,0.48,0.06,-0.06,0,34.2,0.06,-0.06,0,6.257,,0,Haute-Provence Observatory
HD 197037,b,HD 197037 b,Radial Velocity,1035.7,13,-13,0,2.07,0.05,-0.05,0,0.22,0.07,-0.07,0,33,,,0,6.671,,0,McDonald Observatory
HD 19994,b,HD 19994 b,Radial Velocity,466.2,1.7,-1.7,0,1.305,0.016,-0.016,0,0.063,0.062,-0.062,0,22.54,0.1,-0.1,0,4.885,,0,La Silla Observatory
HD 20003,b,HD 20003 b,Radial Velocity,11.8482,0.0016,-0.0017,0,0.0974,0.0034,-0.0039,0,0.36,0.05,-0.05,0,43.8,1.25,-1.25,0,8.192,,0,La Silla Observatory
HD 20003,c,HD 20003 c,Radial Velocity,33.9239,0.0239,-0.0266,0,0.1964,0.0068,-0.0078,0,0.1,0.08,-0.07,0,43.8,1.25,-1.25,0,8.192,,0,La Silla Observatory
HD 200964,b,HD 200964 b,Radial Velocity,606.3,3.8,-3.8,0,1.565,0.083,-0.083,0,0.087,0.035,-0.035,0,72.74,0.24,-0.24,0,6.232,,0,Lick Observatory
HD 200964,c,HD 200964 c,Radial Velocity,852.5,7.1,-7.1,0,1.96,0.1,-0.1,0,0.243,0.047,-0.047,0,72.74,0.24,-0.24,0,6.232,,0,Lick Observatory
HD 202206,c,HD 202206 c,Radial Velocity,1260,11,-11,0,2.41,,,0,0.22,0.03,-0.03,0,46.03,0.14,-0.14,0,7.911,,0,La Silla Observatory
HD 202696,b,HD 202696 b,Radial Velocity,517.8,8.9,-3.9,0,1.566,0.016,-0.007,0,0.011,0.078,-0.011,0,189.56,1.58,-1.58,0,7.959,,0,W. M. Keck Observatory
HD 202696,c,HD 202696 c,Radial Velocity,946.6,20.7,-20.9,0,2.342,0.034,-0.035,0,0.028,0.065,-0.012,0,189.56,1.58,-1.58,0,7.959,,0,W. M. Keck Observatory
HD 202772 A,b,HD 202772 A b,Transit,3.308958,0.000083,-0.000083,0,0.05208,0.00064,-0.00068,0,0.038,0.042,-0.027,0,147.2,2.5,-2.4,0,8.227,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 203030,b,HD 203030 b,Imaging,,,,,487.1,1.8,-1.8,0,,,,,39.29,0.09,-0.09,0,8.247,,0,Palomar Observatory
HD 203473,b,HD 203473 b,Radial Velocity,1552.9,3.4,-3.4,0,2.73,0.17,-0.17,0,0.289,0.01,-0.01,0,72.79,0.3,-0.3,0,8.077,,0,W. M. Keck Observatory
HD 2039,b,HD 2039 b,Radial Velocity,1120,23,-23,0,2.2,0.06,-0.06,0,0.71,0.05,-0.05,0,85.9,0.2,-0.2,0,8.86,,0,Anglo-Australian Telescope
HD 204313,b,HD 204313 b,Radial Velocity,1920.09998,25,-25,0,3.07,0.06,-0.06,0,0.23,0.04,-0.04,0,47.86,0.14,-0.14,0,7.832,,0,La Silla Observatory
HD 204313,c,HD 204313 c,Radial Velocity,34.905,0.012,-0.012,0,0.2099,0.0071,-0.0071,0,0.155,0.071,-0.071,0,47.86,0.14,-0.14,0,7.832,,0,La Silla Observatory
HD 204941,b,HD 204941 b,Radial Velocity,1733,74,-74,0,2.55,0.08,-0.08,0,0.37,0.08,-0.08,0,28.74,0.06,-0.06,0,8.191,,0,La Silla Observatory
HD 205739,b,HD 205739 b,Radial Velocity,279.8,0.1,-0.1,0,0.896,0.019,-0.015,0,0.27,0.07,-0.07,0,92.74,0.88,-0.88,0,8.42,,0,Las Campanas Observatory
HD 206255,b,HD 206255 b,Radial Velocity,96.045,0.317,-0.317,0,0.461,0.009,-0.009,0,0.23,0.11,-0.11,0,75.4,,,0,,,,Las Campanas Observatory
HD 206610,b,HD 206610 b,Radial Velocity,673.2,3.3,-3.3,0,1.74,0.33,-0.33,0,0.1,0.042,-0.042,0,147.78,1.96,-1.96,0,8.065,,0,W. M. Keck Observatory
HD 20781,b,HD 20781 b,Radial Velocity,5.3135,0.001,-0.001,0,0.0529,0.0024,-0.0027,0,0.1,0.11,-0.07,0,35.37,1.35,-1.35,0,8.237,,0,La Silla Observatory
HD 20781,c,HD 20781 c,Radial Velocity,13.8905,0.0033,-0.0034,0,0.1004,0.0046,-0.0051,0,0.09,0.09,-0.06,0,35.37,1.35,-1.35,0,8.237,,0,La Silla Observatory
HD 20781,d,HD 20781 d,Radial Velocity,29.158,0.0102,-0.01,0,0.1647,0.0076,-0.0083,0,0.11,0.05,-0.06,0,35.37,1.35,-1.35,0,8.237,,0,La Silla Observatory
HD 20781,e,HD 20781 e,Radial Velocity,85.5073,0.0983,-0.0947,0,0.3374,0.0155,-0.017,0,0.06,0.06,-0.04,0,35.37,1.35,-1.35,0,8.237,,0,La Silla Observatory
HD 20782,b,HD 20782 b,Radial Velocity,597.0643,0.0256,-0.0256,0,1.3649,0.0466,-0.0495,0,0.95,0.001,-0.001,0,36.02,0.04,-0.04,0,7.193,,0,Anglo-Australian Telescope
HD 207832,b,HD 207832 b,Radial Velocity,160.07,0.23,-0.23,0,0.586,0.032,-0.032,0,0.197,0.053,-0.053,0,59.03,0.15,-0.15,0,8.612,,0,W. M. Keck Observatory
HD 207832,c,HD 207832 c,Radial Velocity,1155.7,71.9,-37,0,2.112,0.087,-0.045,0,0.27,0.22,-0.1,0,59.03,0.15,-0.15,0,8.612,,0,W. M. Keck Observatory
HD 20794,b,HD 20794 b,Radial Velocity,18.315,0.008,-0.008,0,0.1207,0.002,-0.002,0,0,,,0,6,0.01,-0.01,0,3.981,,0,La Silla Observatory
HD 20794,c,HD 20794 c,Radial Velocity,40.114,0.053,-0.053,0,0.2036,0.0034,-0.0034,0,0,,,0,6,0.01,-0.01,0,3.981,,0,La Silla Observatory
HD 20794,d,HD 20794 d,Radial Velocity,90.309,0.184,-0.184,0,0.3499,0.0059,-0.0059,0,0,,,0,6,0.01,-0.01,0,3.981,,0,La Silla Observatory
HD 20794,e,HD 20794 e,Radial Velocity,147.02,1.43,-0.91,0,0.509,0.006,-0.006,0,0.29,0.14,-0.18,0,6,0.01,-0.01,0,3.981,,0,La Silla Observatory
HD 208487,b,HD 208487 b,Radial Velocity,130.08,0.51,-0.51,0,0.524,0.03,-0.03,0,0.24,0.16,-0.16,0,44,2,-2,0,7.332,,0,Anglo-Australian Telescope
HD 208527,b,HD 208527 b,Radial Velocity,875.5,5.8,-5.8,0,2.1,0.2,-0.2,0,0.08,0.04,-0.04,0,314.48,11.06,-11.06,0,5.597,,0,Bohyunsan Optical Astronomical Observatory
HD 20868,b,HD 20868 b,Radial Velocity,380.85001,0.09,-0.09,0,0.95,0.02,-0.02,0,0.75,0,0,0,47.79,0.07,-0.07,0,9.613,,0,La Silla Observatory
HD 208897,b,HD 208897 b,Radial Velocity,352.7,1.7,-1.7,0,1.05,0.03,-0.03,0,0.07,0.06,-0.06,0,64.68,2.26,-2.26,0,6.232,,0,Multiple Observatories
HD 209458,b,HD 209458 b,Radial Velocity,3.52474859,0.00000038,-0.00000038,0,,,,0,0,,,0,48.37,0.12,-0.12,0,7.509,,0,W. M. Keck Observatory
HD 210193,b,HD 210193 b,Radial Velocity,649.918,8.599,-8.599,0,1.487,0.031,-0.031,0,0.24,0.09,-0.09,0,42.25,,,0,,,,Las Campanas Observatory
HD 210277,b,HD 210277 b,Radial Velocity,442.19,0.5,-0.5,0,1.13,0.02,-0.02,0,0.48,0.02,-0.02,0,21.31,0.02,-0.02,0,6.343,,0,W. M. Keck Observatory
HD 210702,b,HD 210702 b,Radial Velocity,354.1,0.7,-0.7,0,1.148,0.057,-0.057,0,0.028,0.034,-0.034,0,54.28,0.23,-0.23,0,5.664,,0,Lick Observatory
HD 211810,b,HD 211810 b,Radial Velocity,1558,22,-22,0,2.656,0.043,-0.043,0,0.68,0.14,-0.14,0,64.76,0.13,-0.13,0,8.418,,0,W. M. Keck Observatory
HD 211970,b,HD 211970 b,Radial Velocity,25.201,0.025,-0.025,0,0.143,0.003,-0.003,0,0.15,0.1,-0.1,0,13,,,0,,,,Las Campanas Observatory
HD 212301,b,HD 212301 b,Radial Velocity,2.24571,0.00028,-0.00028,0,0.03,0,0,0,0,,,0,54.32,0.09,-0.09,0,7.635,,0,La Silla Observatory
HD 212771,b,HD 212771 b,Radial Velocity,380.7,1.4,-1.4,0,1.19,0.13,-0.13,0,0.076,0.051,-0.051,0,111.51,0.54,-0.54,0,7.352,,0,W. M. Keck Observatory
HD 213240,b,HD 213240 b,Radial Velocity,882.70001,7.6,-7.6,0,1.89,0.03,-0.03,0,0.42,0.01,-0.01,0,40.92,0.06,-0.06,0,6.658,,0,La Silla Observatory
HD 213885,b,HD 213885 b,Transit,1.008035,0.000021,-0.00002,0,0.02012,0.00015,-0.00012,0,0,,,0,47.97,0.14,-0.14,0,7.802,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 213885,c,HD 213885 c,Radial Velocity,4.78503,0.00056,-0.00051,0,0.056798,0.00044,-0.00032,0,0,,,0,47.97,0.14,-0.14,0,7.802,,0,Multiple Observatories
HD 21411,b,HD 21411 b,Radial Velocity,84.288,0.127,-0.127,0,0.362,0.007,-0.007,0,0.4,0.15,-0.15,0,29.16,,,0,,,,Las Campanas Observatory
HD 214823,b,HD 214823 b,Radial Velocity,1854.4,1.1,-1.1,0,3.23,0.2,-0.2,0,0.1641,0.0026,-0.0026,0,101.66,0.49,-0.49,0,7.916,,0,Haute-Provence Observatory
HD 215152,b,HD 215152 b,Radial Velocity,5.75999,0.00157,-0.00175,0,0.057638,0.000739,-0.000759,0,0,,,0,21.61,0.05,-0.05,0,7.802,,0,La Silla Observatory
HD 215152,c,HD 215152 c,Radial Velocity,7.28243,0.00451,-0.00827,0,0.067393,0.00086,-0.000893,0,0,,,0,21.61,0.05,-0.05,0,7.802,,0,La Silla Observatory
HD 215152,d,HD 215152 d,Radial Velocity,10.86499,0.00564,-0.00613,0,0.08799,0.00113,-0.00116,0,0,,,0,21.61,0.05,-0.05,0,7.802,,0,La Silla Observatory
HD 215152,e,HD 215152 e,Radial Velocity,25.1967,0.0476,-0.0505,0,0.15417,0.00199,-0.00204,0,0,,,0,21.61,0.05,-0.05,0,7.802,,0,La Silla Observatory
HD 215497,b,HD 215497 b,Radial Velocity,3.93404,0.00066,-0.00066,0,0.05,0,0,0,0.16,0.09,-0.09,0,40.59,0.05,-0.05,0,8.686,,0,La Silla Observatory
HD 215497,c,HD 215497 c,Radial Velocity,567.94,2.7,-2.7,0,1.282,,,0,0.49,0.04,-0.04,0,40.59,0.05,-0.05,0,8.686,,0,La Silla Observatory
HD 216435,b,HD 216435 b,Radial Velocity,1311,49,-49,0,2.56,0.17,-0.17,0,0.07,0.078,-0.078,0,33.01,0.08,-0.08,0,5.872,,0,Anglo-Australian Telescope
HD 216437,b,HD 216437 b,Radial Velocity,1334.28,13.07,-13.36,0,2.497,0.036,-0.037,0,0.317,0.028,-0.027,0,26.71,0.03,-0.03,0,5.883,,0,Anglo-Australian Telescope
HD 216536,b,HD 216536 b,Radial Velocity,148.60001,0.7,-0.7,0,0.61,0.06,-0.06,0,0.38,0.11,-0.11,0,380.33,3.83,-3.83,0,8.883,,0,McDonald Observatory
HD 216770,b,HD 216770 b,Radial Velocity,118.45,0.55,-0.55,0,0.46,0.01,-0.01,0,0.37,0.06,-0.06,0,36.7,0.1,-0.1,0,7.916,,0,La Silla Observatory
HD 21693,b,HD 21693 b,Radial Velocity,22.6786,0.0085,-0.0087,0,0.1455,0.0058,-0.0063,0,0.12,0.09,-0.08,0,32.38,0.51,-0.51,0,7.757,,0,La Silla Observatory
HD 21693,c,HD 21693 c,Radial Velocity,53.7357,0.0312,-0.0309,0,0.2586,0.0103,-0.0113,0,0.07,0.06,-0.05,0,32.38,0.51,-0.51,0,7.757,,0,La Silla Observatory
HD 217107,b,HD 217107 b,Radial Velocity,7.12682,0.000039,-0.000039,0,0.08,0,0,0,0.13,0.01,-0.01,0,20.07,0.02,-0.02,0,5.955,,0,Lick Observatory
HD 217107,c,HD 217107 c,Radial Velocity,4270,220,-220,0,5.32,0.38,-0.38,0,0.517,0.033,-0.033,0,20.07,0.02,-0.02,0,5.955,,0,Lick Observatory
GJ 143,c,HD 21749 c,Transit,7.78993,0.00051,-0.00044,0,0.0695,0.0021,-0.0023,0,,,,0,16.33,0.01,-0.01,0,7.679,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 217786,b,HD 217786 b,Radial Velocity,1319,4,-4,0,2.38,0.04,-0.04,0,0.4,0.05,-0.05,0,54.8,2,-2,0,7.636,,0,La Silla Observatory
HD 217850,b,HD 217850 b,Radial Velocity,3501.3,2.1,-2.1,0,4.56,0.24,-0.24,0,0.7621,0.0019,-0.0019,0,65.9,0.87,-0.87,0,8.321,,0,W. M. Keck Observatory
HD 218566,b,HD 218566 b,Radial Velocity,225.7,0.4,-0.4,0,0.69,0.01,-0.01,0,0.3,0.1,-0.1,0,28.85,0.04,-0.04,0,8.274,,0,W. M. Keck Observatory
HD 219077,b,HD 219077 b,Radial Velocity,5501,130,-119,0,6.22,0.09,-0.09,0,0.77,0.003,-0.003,0,29.21,0.04,-0.04,0,5.905,,0,La Silla Observatory
HD 219134,b,HD 219134 b,Radial Velocity,3.092926,0.00001,-0.00001,0,0.03876,0.00047,-0.00047,0,0,,,0,6.53,0,0,0,5.208,,0,Roque de los Muchachos Observatory
HD 219134,c,HD 219134 c,Radial Velocity,6.76458,0.00033,-0.00033,0,0.0653,0.0008,-0.0008,0,0.062,0.039,-0.039,0,6.53,0,0,0,5.208,,0,Roque de los Muchachos Observatory
HD 219134,d,HD 219134 d,Radial Velocity,46.859,0.028,-0.028,0,0.237,0.003,-0.003,0,0.138,0.025,-0.025,0,6.53,0,0,0,5.208,,0,Roque de los Muchachos Observatory
HD 219134,f,HD 219134 f,Radial Velocity,22.717,0.015,-0.015,0,0.1463,0.0018,-0.0018,0,0.148,0.047,-0.047,0,6.53,0,0,0,5.208,,0,Multiple Observatories
HD 219134,g,HD 219134 g,Radial Velocity,94.2,0.2,-0.2,0,0.3753,0.0004,-0.0004,0,0,,,0,6.53,0,0,0,5.208,,0,Multiple Observatories
HD 219134,h,HD 219134 h,Radial Velocity,2247,43,-43,0,3.11,0.04,-0.04,0,0.06,0.04,-0.04,0,6.53,0,0,0,5.208,,0,Roque de los Muchachos Observatory
HD 219415,b,HD 219415 b,Radial Velocity,2093.3,32.7,-32.7,0,3.2,,,0,0.4,0.09,-0.09,0,165.97,0.9,-0.9,0,8.597,,0,McDonald Observatory
HD 219666,b,HD 219666 b,Transit,6.03607,0.00064,-0.00063,0,0.06356,0.00265,-0.00265,0,0,,,0,94.43,0.25,-0.25,0,9.65,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 219828,b,HD 219828 b,Radial Velocity,3.83492,0.00014,-0.00014,0,0.0507,0.0029,-0.0029,0,0.101,0.063,-0.063,0,73.27,0.35,-0.35,0,7.883,,0,La Silla Observatory
HD 219828,c,HD 219828 c,Radial Velocity,4682,99,-99,0,5.79,0.41,-0.41,0,0.8102,0.0051,-0.0051,0,73.27,0.35,-0.35,0,7.883,,0,Multiple Facilities
HD 220074,b,HD 220074 b,Radial Velocity,672.09998,3.7,-3.7,0,1.6,0.13,-0.13,0,0.14,0.05,-0.05,0,327.41,6.38,-6.38,0,5.609,,0,Bohyunsan Optical Astronomical Observatory
HD 220197,b,HD 220197 b,Radial Velocity,1728,162,-80,0,2.729,0.168,-0.085,0,0.187,0.279,-0.132,0,64.53,0.19,-0.19,0,8.745,,0,Roque de los Muchachos Observatory
HD 220689,b,HD 220689 b,Radial Velocity,2266.4,65.84,-58.77,0,3.396,0.084,-0.081,0,0.054,0.061,-0.038,0,46.94,0.1,-0.1,0,7.594,,0,La Silla Observatory
HD 220773,b,HD 220773 b,Radial Velocity,3724.7,463,-463,0,4.94,0.2,-0.2,0,0.51,0.1,-0.1,0,49,,,0,6.946,,0,McDonald Observatory
HD 220842,b,HD 220842 b,Radial Velocity,218.47,0.19,-0.19,0,0.74,0.018,-0.018,0,0.404,0.009,-0.009,0,62.5,2.8,-2.8,0,7.834,,0,Haute-Provence Observatory
HD 221287,b,HD 221287 b,Radial Velocity,456.1,7.7,-5.8,0,1.25,0.04,-0.04,0,0.08,0.17,-0.05,0,56.01,0.13,-0.13,0,7.682,,0,La Silla Observatory
HD 221416,b,HD 221416 b,Transit,14.2767,0.0037,-0.0037,0,0.1228,0.0025,-0.0026,0,0.115,0.034,-0.03,0,95.08,0.72,-0.72,0,7.908,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 221420,b,HD 221420 b,Radial Velocity,22482,4200,-4100,0,18.5,2.3,-2.3,0,0.42,0.05,-0.07,0,31.17,0.04,-0.04,0,5.641,,0,Anglo-Australian Telescope
HD 221585,b,HD 221585 b,Radial Velocity,1173,16,-16,0,2.306,0.081,-0.081,0,0.123,0.069,-0.069,0,55.94,0.1,-0.1,0,7.281,,0,Haute-Provence Observatory
HD 222076,b,HD 222076 b,Radial Velocity,871,19,-19,0,1.83,0.03,-0.03,0,0.08,0.05,-0.05,0,91.39,0.18,-0.18,0,7.188,,0,Multiple Observatories
HD 222155,b,HD 222155 b,Radial Velocity,3999,500,-500,0,5.14,0.46,-0.46,0,0.16,0.22,-0.22,0,50.68,0.08,-0.08,0,6.936,,0,Haute-Provence Observatory
HD 222582,b,HD 222582 b,Radial Velocity,572.38,0.61,-0.61,0,1.34,0.02,-0.02,0,0.73,0.01,-0.01,0,42.21,0.11,-0.11,0,7.519,,0,W. M. Keck Observatory
HD 224538,b,HD 224538 b,Radial Velocity,1189.1,5.1,-5.1,0,2.28,0.08,-0.08,0,0.464,0.022,-0.022,0,79.24,0.18,-0.18,0,7.922,,0,Multiple Observatories
HD 224693,b,HD 224693 b,Radial Velocity,26.6904,0.0019,-0.0019,0,0.191,0.014,-0.014,0,0.104,0.017,-0.017,0,93.75,0.51,-0.51,0,8.085,,0,W. M. Keck Observatory
HD 22781,b,HD 22781 b,Radial Velocity,528.07,0.14,-0.14,0,1.167,0.039,-0.039,0,0.8191,0.0023,-0.0023,0,32.63,0.11,-0.11,0,8.524,,0,Haute-Provence Observatory
HD 23079,b,HD 23079 b,Radial Velocity,730.59998,5.7,-5.7,0,1.6,0.03,-0.03,0,0.1,0.03,-0.03,0,33.49,0.03,-0.03,0,6.962,,0,Anglo-Australian Telescope
HD 23127,b,HD 23127 b,Radial Velocity,1211.17,11.11,-8.91,0,2.37,0.032,-0.032,0,0.406,0.083,-0.09,0,94.11,0.21,-0.21,0,8.42,,0,Anglo-Australian Telescope
HD 231701,b,HD 231701 b,Radial Velocity,141.63,0.067,-0.067,0,0.567,0.053,-0.053,0,0.13,0.032,-0.032,0,109.22,0.47,-0.47,0,8.831,,0,W. M. Keck Observatory
HD 233604,b,HD 233604 b,Radial Velocity,192,0.22,-0.22,0,0.747,,,0,0.05,0.03,-0.03,0,868.63,27.77,-27.77,0,10.105,,0,McDonald Observatory
HD 233832,b,HD 233832 b,Radial Velocity,2058,47,-40,0,2.827,0.045,-0.039,0,0.359,0.046,-0.039,0,58.84,0.26,-0.26,0,9.946,,0,Roque de los Muchachos Observatory
HD 23472,b,HD 23472 b,Transit,17.667,0.142,-0.095,0,0.121,0.001,-0.001,0,0,,,0,39.08,0.04,-0.04,0,9.385,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,c,HD 23472 c,Transit,29.625,0.224,-0.171,0,0.17,0.001,-0.001,0,0,,,0,39.08,0.04,-0.04,0,9.385,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 23596,b,HD 23596 b,Radial Velocity,1561,12,-12,0,2.77,0.05,-0.05,0,0.27,0.01,-0.01,0,52.08,0.1,-0.1,0,7.104,,0,Haute-Provence Observatory
HD 238914,b,HD 238914 b,Radial Velocity,4100,210,-210,0,5.7,0.9,-0.9,0,0.56,0.07,-0.05,0,527.24,8.42,-8.42,0,8.497,,0,Multiple Observatories
HD 240210,b,HD 240210 b,Radial Velocity,501.75,2.33,-2.33,0,1.16,,,0,0.15,0.02,-0.02,0,142.86,84.42,-38.69,0,7.645,,0,McDonald Observatory
HD 240237,b,HD 240237 b,Radial Velocity,745.70001,14,-14,0,1.92,0.16,-0.16,0,0.4,0.1,-0.1,0,958.16,33.42,-33.42,0,7.493,,0,McDonald Observatory
HD 24040,b,HD 24040 b,Radial Velocity,3668,170,-170,0,4.92,0.21,-0.21,0,0.04,0.06,-0.06,0,46.68,0.14,-0.14,0,7.335,,0,W. M. Keck Observatory
HD 24064,b,HD 24064 b,Radial Velocity,535.59998,3,-3,0,1.29,0.04,-0.04,0,0.35,0.08,-0.08,0,302.86,1.96,-1.96,0,6.173,,0,Bohyunsan Optical Astronomical Observatory
HD 24085,b,HD 24085 b,Radial Velocity,2.0455,0.0002,-0.0002,0,0.034,0.001,-0.001,0,0.22,0.12,-0.12,0,54.99,,,0,,,,Las Campanas Observatory
HD 25015,b,HD 25015 b,Radial Velocity,6019.32,679.365,-262.98,0,6.19,0.45,-0.23,0,0.39,0.09,-0.07,0,37.47,0.07,-0.07,0,8.599,,0,La Silla Observatory
HD 25171,b,HD 25171 b,Radial Velocity,1802.29,24.12,-22.92,0,2.971,0.033,-0.032,0,0.042,0.046,-0.029,0,55.7,0.09,-0.09,0,7.638,,0,La Silla Observatory
HD 2638,b,HD 2638 b,Radial Velocity,3.4442,0.0002,-0.0002,0,0.04,0,0,0,0,,,0,55.05,0.15,-0.15,0,9.193,,0,La Silla Observatory
HD 2685,b,HD 2685 b,Transit,4.12688,0.00005,-0.00004,0,0.0568,0.0006,-0.0006,0,0.091,0.039,-0.047,0,197.98,0.85,-0.7,0,9.52,,0,Transiting Exoplanet Survey Satellite (TESS)
HD 26965,b,HD 26965 b,Radial Velocity,42.378,0.01,-0.01,0,,,,0,0.04,0.05,-0.03,0,5.04,0.01,-0.01,0,4.107,,0,Multiple Observatories
HD 27442,b,HD 27442 b,Radial Velocity,428.1,1.1,-1.1,0,1.271,0.073,-0.073,0,0.06,0.043,-0.043,0,18.28,0.05,-0.05,0,4.064,,0,Anglo-Australian Telescope
HD 27631,b,HD 27631 b,Radial Velocity,2198.14,54.11,-50.34,0,3.242,0.07,-0.068,0,0.141,0.062,-0.065,0,50.36,0.08,-0.08,0,8.085,,0,La Silla Observatory
HD 27894,b,HD 27894 b,Radial Velocity,18.02,0.01,-0.02,0,0.125,0.0001,-0.0001,0,0.047,0.012,-0.008,0,43.88,0.06,-0.06,0,9.066,,0,La Silla Observatory
HD 27894,c,HD 27894 c,Radial Velocity,36.07,0.26,-0.09,0,0.198,0.001,-0.001,0,0.015,0.02,-0.002,0,43.88,0.06,-0.06,0,9.066,,0,La Silla Observatory
HD 27894,d,HD 27894 d,Radial Velocity,5174,171,-82,0,5.448,0.119,-0.058,0,0.389,0.087,-0.03,0,43.88,0.06,-0.06,0,9.066,,0,La Silla Observatory
HD 28185,b,HD 28185 b,Radial Velocity,379,2,-2,0,1.02,0.02,-0.02,0,0.05,0.03,-0.03,0,39.43,0.06,-0.06,0,7.627,,0,La Silla Observatory
