pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
Kepler-198,c,Kepler-198 c,Transit,0.259,,,0,,,,,0,Kepler
Kepler-198,d,Kepler-198 d,Transit,,,,,,,,,0,Kepler
Kepler-199,b,Kepler-199 b,Transit,0.158,,,0,,,,,0,Kepler
Kepler-199,c,Kepler-199 c,Transit,0.316,,,0,,,,,0,Kepler
Kepler-20,b,Kepler-20 b,Transit,0.0463,0.0009,-0.0015,0,0.03,0.09,-0.03,0,0,Kepler
Kepler-20,c,Kepler-20 c,Transit,0.0949,0.0027,-0.0023,0,0.16,0.01,-0.09,0,0,Kepler
Kepler-20,d,Kepler-20 d,Transit,0.3506,0.0081,-0.0101,0,,,,,0,Kepler
Kepler-20,e,Kepler-20 e,Transit,0.0639,0.0019,-0.0014,0,,,,,0,Kepler
Kepler-20,f,Kepler-20 f,Transit,0.1396,0.0036,-0.0035,0,,,,,0,Kepler
Kepler-20,g,Kepler-20 g,Radial Velocity,0.2055,0.0022,-0.0021,0,0.15,0.01,-0.1,0,0,Multiple Observatories
Kepler-200,b,Kepler-200 b,Transit,0.08,,,0,,,,,0,Kepler
Kepler-200,c,Kepler-200 c,Transit,0.09,,,0,,,,,0,Kepler
Kepler-201,b,Kepler-201 b,Transit,0.175,,,0,,,,,0,Kepler
Kepler-201,c,Kepler-201 c,Transit,0.573,,,0,,,,,0,Kepler
Kepler-202,b,Kepler-202 b,Transit,0.045,,,0,,,,,0,Kepler
Kepler-202,c,Kepler-202 c,Transit,0.113,,,0,,,,,0,Kepler
Kepler-203,b,Kepler-203 b,Transit,0.043,,,0,,,,,0,Kepler
Kepler-203,c,Kepler-203 c,Transit,0.061,,,0,,,,,0,Kepler
Kepler-203,d,Kepler-203 d,Transit,0.1,,,0,,,,,0,Kepler
Kepler-204,b,Kepler-204 b,Transit,0.117,,,0,,,,,0,Kepler
Kepler-204,c,Kepler-204 c,Transit,0.173,,,0,,,,,0,Kepler
Kepler-205,b,Kepler-205 b,Transit,0.032,,,0,,,,,0,Kepler
Kepler-205,c,Kepler-205 c,Transit,0.122,,,0,,,,,0,Kepler
Kepler-206,b,Kepler-206 b,Transit,0.078,,,0,,,,,0,Kepler
Kepler-206,c,Kepler-206 c,Transit,0.111,,,0,,,,,0,Kepler
Kepler-206,d,Kepler-206 d,Transit,0.163,,,0,,,,,0,Kepler
Kepler-207,b,Kepler-207 b,Transit,0.029,,,0,,,,,0,Kepler
Kepler-207,c,Kepler-207 c,Transit,0.044,,,0,,,,,0,Kepler
Kepler-207,d,Kepler-207 d,Transit,0.068,,,0,,,,,0,Kepler
Kepler-208,b,Kepler-208 b,Transit,0.054,,,0,,,,,0,Kepler
Kepler-208,c,Kepler-208 c,Transit,0.079,,,0,,,,,0,Kepler
Kepler-208,d,Kepler-208 d,Transit,0.103,,,0,,,,,0,Kepler
Kepler-208,e,Kepler-208 e,Transit,0.132,,,0,,,,,0,Kepler
Kepler-209,b,Kepler-209 b,Transit,0.122,,,0,,,,,0,Kepler
Kepler-209,c,Kepler-209 c,Transit,0.231,,,0,,,,,0,Kepler
Kepler-21,b,Kepler-21 b,Transit,0.042717,0,0,0,0.02,0.1,-0.1,0,0,Kepler
Kepler-210,b,Kepler-210 b,Transit,0.032,,,0,,,,,0,Kepler
Kepler-210,c,Kepler-210 c,Transit,0.07,,,0,,,,,0,Kepler
Kepler-211,b,Kepler-211 b,Transit,0.048,,,0,,,,,0,Kepler
Kepler-211,c,Kepler-211 c,Transit,0.062,,,0,,,,,0,Kepler
Kepler-212,b,Kepler-212 b,Transit,0.133,,,0,,,,,0,Kepler
Kepler-212,c,Kepler-212 c,Transit,0.207,,,0,,,,,0,Kepler
Kepler-213,b,Kepler-213 b,Transit,0.036,,,0,,,,,0,Kepler
Kepler-213,c,Kepler-213 c,Transit,0.057,,,0,,,,,0,Kepler
Kepler-214,b,Kepler-214 b,Transit,0.13,,,0,,,,,0,Kepler
Kepler-214,c,Kepler-214 c,Transit,0.194,,,0,,,,,0,Kepler
Kepler-215,b,Kepler-215 b,Transit,0.084,,,0,,,,,0,Kepler
Kepler-215,c,Kepler-215 c,Transit,0.113,,,0,,,,,0,Kepler
Kepler-215,d,Kepler-215 d,Transit,0.185,,,0,,,,,0,Kepler
Kepler-215,e,Kepler-215 e,Transit,0.314,,,0,,,,,0,Kepler
Kepler-216,b,Kepler-216 b,Transit,0.079,,,0,,,,,0,Kepler
Kepler-216,c,Kepler-216 c,Transit,0.136,,,0,,,,,0,Kepler
Kepler-217,b,Kepler-217 b,Transit,0.065,,,0,,,,,0,Kepler
Kepler-217,c,Kepler-217 c,Transit,0.089,,,0,,,,,0,Kepler
Kepler-217,d,Kepler-217 d,Transit,,,,,,,,,0,Kepler
Kepler-218,b,Kepler-218 b,Transit,0.046,,,0,,,,,0,Kepler
Kepler-218,c,Kepler-218 c,Transit,0.248,,,0,,,,,0,Kepler
Kepler-218,d,Kepler-218 d,Transit,,,,,,,,,0,Kepler
Kepler-219,b,Kepler-219 b,Transit,0.057,,,0,,,,,0,Kepler
Kepler-219,c,Kepler-219 c,Transit,0.165,,,0,,,,,0,Kepler
Kepler-219,d,Kepler-219 d,Transit,0.272,,,0,,,,,0,Kepler
Kepler-22,b,Kepler-22 b,Transit,0.849,0.018,-0.017,0,0,,,0,0,Kepler
Kepler-220,b,Kepler-220 b,Transit,0.046,,,0,,,,,0,Kepler
Kepler-220,c,Kepler-220 c,Transit,0.076,,,0,,,,,0,Kepler
Kepler-220,d,Kepler-220 d,Transit,0.163,,,0,,,,,0,Kepler
Kepler-220,e,Kepler-220 e,Transit,0.226,,,0,,,,,0,Kepler
Kepler-221,b,Kepler-221 b,Transit,0.037,,,0,,,,,0,Kepler
Kepler-221,c,Kepler-221 c,Transit,0.059,,,0,,,,,0,Kepler
Kepler-221,d,Kepler-221 d,Transit,0.087,,,0,,,,,0,Kepler
Kepler-221,e,Kepler-221 e,Transit,0.13,,,0,,,,,0,Kepler
Kepler-222,b,Kepler-222 b,Transit,0.048,,,0,,,,,0,Kepler
Kepler-222,c,Kepler-222 c,Transit,0.091,,,0,,,,,0,Kepler
Kepler-222,d,Kepler-222 d,Transit,0.18,,,0,,,,,0,Kepler
Kepler-223,b,Kepler-223 b,Transit,,,,,0.078,0.015,-0.017,0,0,Kepler
Kepler-223,c,Kepler-223 c,Transit,,,,,0.15,0.019,-0.051,0,0,Kepler
Kepler-223,d,Kepler-223 d,Transit,,,,,0.037,0.018,-0.017,0,0,Kepler
Kepler-223,e,Kepler-223 e,Transit,,,,,0.051,0.019,-0.019,0,0,Kepler
Kepler-224,b,Kepler-224 b,Transit,0.038,,,0,,,,,0,Kepler
Kepler-224,c,Kepler-224 c,Transit,0.058,,,0,,,,,0,Kepler
Kepler-224,d,Kepler-224 d,Transit,0.089,,,0,,,,,0,Kepler
Kepler-224,e,Kepler-224 e,Transit,0.124,,,0,,,,,0,Kepler
Kepler-225,b,Kepler-225 b,Transit,0.056,,,0,,,,,0,Kepler
Kepler-225,c,Kepler-225 c,Transit,0.111,,,0,,,,,0,Kepler
Kepler-226,b,Kepler-226 b,Transit,0.047,,,0,,,,,0,Kepler
Kepler-226,c,Kepler-226 c,Transit,0.058,,,0,,,,,0,Kepler
Kepler-226,d,Kepler-226 d,Transit,0.076,,,0,,,,,0,Kepler
Kepler-227,b,Kepler-227 b,Transit,0.09,,,0,,,,,0,Kepler
Kepler-227,c,Kepler-227 c,Transit,0.29,,,0,,,,,0,Kepler
Kepler-228,b,Kepler-228 b,Transit,0.038,,,0,,,,,0,Kepler
Kepler-228,c,Kepler-228 c,Transit,0.052,,,0,,,,,0,Kepler
Kepler-228,d,Kepler-228 d,Transit,0.101,,,0,,,,,0,Kepler
Kepler-229,b,Kepler-229 b,Transit,0.062,,,0,,,,,0,Kepler
Kepler-229,c,Kepler-229 c,Transit,0.117,,,0,,,,,0,Kepler
Kepler-229,d,Kepler-229 d,Transit,0.22,,,0,,,,,0,Kepler
Kepler-23,b,Kepler-23 b,Transit,0.075,,,0,,,,,0,Kepler
Kepler-23,c,Kepler-23 c,Transit,0.099,,,0,,,,,0,Kepler
Kepler-23,d,Kepler-23 d,Transit,0.124,,,0,,,,,0,Kepler
Kepler-230,b,Kepler-230 b,Transit,0.191,,,0,,,,,0,Kepler
Kepler-230,c,Kepler-230 c,Transit,0.38,,,0,,,,,0,Kepler
Kepler-231,b,Kepler-231 b,Transit,0.074,,,0,,,,,0,Kepler
Kepler-231,c,Kepler-231 c,Transit,0.114,,,0,,,,,0,Kepler
Kepler-232,b,Kepler-232 b,Transit,0.054,,,0,,,,,0,Kepler
Kepler-232,c,Kepler-232 c,Transit,0.101,,,0,,,,,0,Kepler
Kepler-233,b,Kepler-233 b,Transit,0.077,,,0,,,,,0,Kepler
Kepler-233,c,Kepler-233 c,Transit,0.287,,,0,,,,,0,Kepler
Kepler-234,b,Kepler-234 b,Transit,0.04,,,0,,,,,0,Kepler
Kepler-234,c,Kepler-234 c,Transit,0.077,,,0,,,,,0,Kepler
Kepler-235,b,Kepler-235 b,Transit,0.037,,,0,,,,,0,Kepler
Kepler-235,c,Kepler-235 c,Transit,0.065,,,0,,,,,0,Kepler
Kepler-235,d,Kepler-235 d,Transit,0.122,,,0,,,,,0,Kepler
Kepler-235,e,Kepler-235 e,Transit,0.213,,,0,,,,,0,Kepler
Kepler-236,b,Kepler-236 b,Transit,0.065,,,0,,,,,0,Kepler
Kepler-236,c,Kepler-236 c,Transit,0.132,,,0,,,,,0,Kepler
Kepler-237,b,Kepler-237 b,Transit,0.05,,,0,,,,,0,Kepler
Kepler-237,c,Kepler-237 c,Transit,0.071,,,0,,,,,0,Kepler
Kepler-238,b,Kepler-238 b,Transit,0.034,,,0,,,,,0,Kepler
Kepler-238,c,Kepler-238 c,Transit,0.069,,,0,,,,,0,Kepler
Kepler-238,d,Kepler-238 d,Transit,0.115,,,0,,,,,0,Kepler
Kepler-238,e,Kepler-238 e,Transit,,,,,,,,,0,Kepler
Kepler-238,f,Kepler-238 f,Transit,,,,,,,,,0,Kepler
Kepler-239,b,Kepler-239 b,Transit,0.095,,,0,,,,,0,Kepler
Kepler-239,c,Kepler-239 c,Transit,0.268,,,0,,,,,0,Kepler
Kepler-24,b,Kepler-24 b,Transit,0.08,,,0,,,,,0,Kepler
Kepler-24,c,Kepler-24 c,Transit,0.106,,,0,,,,,0,Kepler
Kepler-24,d,Kepler-24 d,Transit,0.051,,,0,,,,,0,Kepler
Kepler-24,e,Kepler-24 e,Transit,0.138,,,0,,,,,0,Kepler
Kepler-240,b,Kepler-240 b,Transit,0.048,,,0,,,,,0,Kepler
Kepler-240,c,Kepler-240 c,Transit,0.074,,,0,,,,,0,Kepler
Kepler-241,b,Kepler-241 b,Transit,0.094,,,0,,,,,0,Kepler
Kepler-241,c,Kepler-241 c,Transit,0.189,,,0,,,,,0,Kepler
Kepler-242,b,Kepler-242 b,Transit,0.075,,,0,,,,,0,Kepler
Kepler-242,c,Kepler-242 c,Transit,0.109,,,0,,,,,0,Kepler
Kepler-243,b,Kepler-243 b,Transit,0.062,,,0,,,,,0,Kepler
Kepler-243,c,Kepler-243 c,Transit,0.142,,,0,,,,,0,Kepler
Kepler-244,b,Kepler-244 b,Transit,0.05,,,0,,,,,0,Kepler
Kepler-244,c,Kepler-244 c,Transit,0.087,,,0,,,,,0,Kepler
Kepler-244,d,Kepler-244 d,Transit,0.14,,,0,,,,,0,Kepler
Kepler-245,b,Kepler-245 b,Transit,0.071,,,0,,,,,0,Kepler
Kepler-245,c,Kepler-245 c,Transit,0.124,,,0,,,,,0,Kepler
Kepler-245,d,Kepler-245 d,Transit,0.202,,,0,,,,,0,Kepler
Kepler-245,e,Kepler-245 e,Transit,,,,,,,,,0,Kepler
Kepler-246,b,Kepler-246 b,Transit,0.052,,,0,,,,,0,Kepler
Kepler-246,c,Kepler-246 c,Transit,0.095,,,0,,,,,0,Kepler
Kepler-247,b,Kepler-247 b,Transit,0.042,,,0,,,,,0,Kepler
Kepler-247,c,Kepler-247 c,Transit,0.084,,,0,,,,,0,Kepler
Kepler-247,d,Kepler-247 d,Transit,0.14,,,0,,,,,0,Kepler
Kepler-248,b,Kepler-248 b,Transit,0.066,,,0,,,,,0,Kepler
Kepler-248,c,Kepler-248 c,Transit,0.123,,,0,,,,,0,Kepler
Kepler-249,b,Kepler-249 b,Transit,0.035,,,0,,,,,0,Kepler
Kepler-249,c,Kepler-249 c,Transit,0.058,,,0,,,,,0,Kepler
Kepler-249,d,Kepler-249 d,Transit,0.097,,,0,,,,,0,Kepler
Kepler-25,b,Kepler-25 b,Transit,,,,0,0.0029,0.0023,-0.0017,0,0,Kepler
Kepler-25,c,Kepler-25 c,Transit,,,,0,0.0061,0.0049,-0.0041,0,0,Kepler
Kepler-25,d,Kepler-25 d,Radial Velocity,,,,0,0.13,0.13,-0.09,0,0,W. M. Keck Observatory
Kepler-250,b,Kepler-250 b,Transit,0.048,,,0,,,,,0,Kepler
Kepler-250,c,Kepler-250 c,Transit,0.069,,,0,,,,,0,Kepler
Kepler-250,d,Kepler-250 d,Transit,0.127,,,0,,,,,0,Kepler
Kepler-251,b,Kepler-251 b,Transit,0.053,,,0,,,,,0,Kepler
Kepler-251,c,Kepler-251 c,Transit,0.122,,,0,,,,,0,Kepler
Kepler-251,d,Kepler-251 d,Transit,0.182,,,0,,,,,0,Kepler
Kepler-251,e,Kepler-251 e,Transit,0.404,,,0,,,,,0,Kepler
Kepler-252,b,Kepler-252 b,Transit,0.058,,,0,,,,,0,Kepler
Kepler-252,c,Kepler-252 c,Transit,0.08,,,0,,,,,0,Kepler
Kepler-253,b,Kepler-253 b,Transit,0.046,,,0,,,,,0,Kepler
Kepler-253,c,Kepler-253 c,Transit,0.089,,,0,,,,,0,Kepler
Kepler-253,d,Kepler-253 d,Transit,0.13,,,0,,,,,0,Kepler
Kepler-254,b,Kepler-254 b,Transit,0.064,,,0,,,,,0,Kepler
Kepler-254,c,Kepler-254 c,Transit,0.105,,,0,,,,,0,Kepler
Kepler-254,d,Kepler-254 d,Transit,0.139,,,0,,,,,0,Kepler
Kepler-255,b,Kepler-255 b,Transit,0.063,,,0,,,,,0,Kepler
Kepler-255,c,Kepler-255 c,Transit,0.092,,,0,,,,,0,Kepler
Kepler-255,d,Kepler-255 d,Transit,,,,,,,,,0,Kepler
Kepler-256,b,Kepler-256 b,Transit,0.027,,,0,,,,,0,Kepler
Kepler-256,c,Kepler-256 c,Transit,0.045,,,0,,,,,0,Kepler
Kepler-256,d,Kepler-256 d,Transit,0.064,,,0,,,,,0,Kepler
Kepler-256,e,Kepler-256 e,Transit,0.096,,,0,,,,,0,Kepler
Kepler-257,b,Kepler-257 b,Transit,0.034,,,0,,,,,0,Kepler
Kepler-257,c,Kepler-257 c,Transit,0.066,,,0,,,,,0,Kepler
Kepler-257,d,Kepler-257 d,Transit,0.16,,,0,,,,,0,Kepler
Kepler-258,b,Kepler-258 b,Transit,0.103,,,0,,,,,0,Kepler
Kepler-258,c,Kepler-258 c,Transit,0.193,,,0,,,,,0,Kepler
Kepler-259,b,Kepler-259 b,Transit,0.079,,,0,,,,,0,Kepler
Kepler-259,c,Kepler-259 c,Transit,0.217,,,0,,,,,0,Kepler
Kepler-26,b,Kepler-26 b,Transit,,,,,,,,,0,Kepler
Kepler-26,c,Kepler-26 c,Transit,,,,,,,,,0,Kepler
Kepler-26,d,Kepler-26 d,Transit,0.039,,,0,,,,,0,Kepler
Kepler-26,e,Kepler-26 e,Transit,0.22,,,0,,,,,0,Kepler
Kepler-260,b,Kepler-260 b,Transit,0.075,,,0,,,,,0,Kepler
Kepler-260,c,Kepler-260 c,Transit,0.332,,,0,,,,,0,Kepler
Kepler-261,b,Kepler-261 b,Transit,0.088,,,0,,,,,0,Kepler
Kepler-261,c,Kepler-261 c,Transit,0.156,,,0,,,,,0,Kepler
Kepler-262,b,Kepler-262 b,Transit,0.108,,,0,,,,,0,Kepler
Kepler-262,c,Kepler-262 c,Transit,0.152,,,0,,,,,0,Kepler
Kepler-263,b,Kepler-263 b,Transit,0.12,,,0,,,,,0,Kepler
Kepler-263,c,Kepler-263 c,Transit,0.242,,,0,,,,,0,Kepler
Kepler-264,b,Kepler-264 b,Transit,0.249,,,0,,,,,0,Kepler
Kepler-264,c,Kepler-264 c,Transit,0.566,,,0,,,,,0,Kepler
Kepler-265,b,Kepler-265 b,Transit,0.069,,,0,,,,,0,Kepler
Kepler-265,c,Kepler-265 c,Transit,0.127,,,0,,,,,0,Kepler
Kepler-265,d,Kepler-265 d,Transit,0.236,,,0,,,,,0,Kepler
Kepler-265,e,Kepler-265 e,Transit,0.319,,,0,,,,,0,Kepler
Kepler-266,b,Kepler-266 b,Transit,0.071,,,0,,,,,0,Kepler
Kepler-266,c,Kepler-266 c,Transit,0.457,,,0,,,,,0,Kepler
Kepler-267,b,Kepler-267 b,Transit,0.037,,,0,,,,,0,Kepler
Kepler-267,c,Kepler-267 c,Transit,0.06,,,0,,,,,0,Kepler
Kepler-267,d,Kepler-267 d,Transit,0.154,,,0,,,,,0,Kepler
Kepler-268,b,Kepler-268 b,Transit,0.18,,,0,,,,,0,Kepler
Kepler-268,c,Kepler-268 c,Transit,0.391,,,0,,,,,0,Kepler
Kepler-269,b,Kepler-269 b,Transit,0.061,,,0,,,,,0,Kepler
Kepler-269,c,Kepler-269 c,Transit,0.081,,,0,,,,,0,Kepler
Kepler-27,b,Kepler-27 b,Transit,0.118,,,0,,,,,0,Kepler
Kepler-27,c,Kepler-27 c,Transit,0.191,,,0,,,,,0,Kepler
Kepler-270,b,Kepler-270 b,Transit,0.107,,,0,,,,,0,Kepler
Kepler-270,c,Kepler-270 c,Transit,0.18,,,0,,,,,0,Kepler
Kepler-271,b,Kepler-271 b,Transit,,,,,,,,,0,Kepler
Kepler-271,c,Kepler-271 c,Transit,,,,,,,,,0,Kepler
Kepler-271,d,Kepler-271 d,Transit,,,,,,,,,0,Kepler
Kepler-272,b,Kepler-272 b,Transit,0.038,,,0,,,,,0,Kepler
Kepler-272,c,Kepler-272 c,Transit,0.061,,,0,,,,,0,Kepler
Kepler-272,d,Kepler-272 d,Transit,0.091,,,0,,,,,0,Kepler
Kepler-273,b,Kepler-273 b,Transit,0.037,,,0,,,,,0,Kepler
Kepler-273,c,Kepler-273 c,Transit,0.073,,,0,,,,,0,Kepler
Kepler-274,b,Kepler-274 b,Transit,0.101,,,0,,,,,0,Kepler
Kepler-274,c,Kepler-274 c,Transit,0.204,,,0,,,,,0,Kepler
Kepler-275,b,Kepler-275 b,Transit,0.098,,,0,,,,,0,Kepler
Kepler-275,c,Kepler-275 c,Transit,0.132,,,0,,,,,0,Kepler
Kepler-275,d,Kepler-275 d,Transit,0.224,,,0,,,,,0,Kepler
Kepler-276,b,Kepler-276 b,Transit,0.119,,,0,,,,,0,Kepler
Kepler-276,c,Kepler-276 c,Transit,,,,,,,,,0,Kepler
Kepler-276,d,Kepler-276 d,Transit,,,,,,,,,0,Kepler
Kepler-277,b,Kepler-277 b,Transit,,,,,,,,,0,Kepler
Kepler-277,c,Kepler-277 c,Transit,,,,,,,,,0,Kepler
Kepler-278,b,Kepler-278 b,Transit,0.207,,,0,,,,,0,Kepler
Kepler-278,c,Kepler-278 c,Transit,0.294,,,0,,,,,0,Kepler
Kepler-279,b,Kepler-279 b,Transit,0.112,,,0,,,,,0,Kepler
Kepler-279,c,Kepler-279 c,Transit,,,,,,,,,0,Kepler
Kepler-279,d,Kepler-279 d,Transit,,,,,,,,,0,Kepler
Kepler-28,b,Kepler-28 b,Transit,0.062,,,0,,,,,0,Kepler
Kepler-28,c,Kepler-28 c,Transit,0.081,,,0,,,,,0,Kepler
Kepler-280,b,Kepler-280 b,Transit,0.032,,,0,,,,,0,Kepler
Kepler-280,c,Kepler-280 c,Transit,0.056,,,0,,,,,0,Kepler
Kepler-281,b,Kepler-281 b,Transit,0.117,,,0,,,,,0,Kepler
Kepler-281,c,Kepler-281 c,Transit,0.215,,,0,,,,,0,Kepler
Kepler-282,b,Kepler-282 b,Transit,0.082,,,0,,,,,0,Kepler
Kepler-282,c,Kepler-282 c,Transit,0.106,,,0,,,,,0,Kepler
Kepler-282,d,Kepler-282 d,Transit,,,,,,,,,0,Kepler
Kepler-282,e,Kepler-282 e,Transit,,,,,,,,,0,Kepler
Kepler-283,b,Kepler-283 b,Transit,0.082,,,0,,,,,0,Kepler
Kepler-283,c,Kepler-283 c,Transit,0.341,,,0,,,,,0,Kepler
Kepler-284,b,Kepler-284 b,Transit,0.104,,,0,,,,,0,Kepler
Kepler-284,c,Kepler-284 c,Transit,0.213,,,0,,,,,0,Kepler
Kepler-285,b,Kepler-285 b,Transit,0.036,,,0,,,,,0,Kepler
Kepler-285,c,Kepler-285 c,Transit,0.064,,,0,,,,,0,Kepler
Kepler-286,b,Kepler-286 b,Transit,0.027,,,0,,,,,0,Kepler
Kepler-286,c,Kepler-286 c,Transit,0.042,,,0,,,,,0,Kepler
Kepler-286,d,Kepler-286 d,Transit,0.061,,,0,,,,,0,Kepler
Kepler-286,e,Kepler-286 e,Transit,0.176,,,0,,,,,0,Kepler
Kepler-287,b,Kepler-287 b,Transit,0.145,,,0,,,,,0,Kepler
Kepler-287,c,Kepler-287 c,Transit,0.246,,,0,,,,,0,Kepler
Kepler-288,b,Kepler-288 b,Transit,0.065,,,0,,,,,0,Kepler
Kepler-288,c,Kepler-288 c,Transit,0.14,,,0,,,,,0,Kepler
Kepler-288,d,Kepler-288 d,Transit,0.287,,,0,,,,,0,Kepler
Kepler-289,b,Kepler-289 b,Transit,0.21,0.01,-0.01,0,,,,,0,Kepler
Kepler-289,c,Kepler-289 c,Transit,0.51,0.03,-0.03,0,,,,,0,Kepler
Kepler-289,d,Kepler-289 d,Transit,0.33,0.02,-0.02,0,,,,,0,Kepler
Kepler-29,b,Kepler-29 b,Transit,,,,,,,,,0,Kepler
Kepler-29,c,Kepler-29 c,Transit,,,,,,,,,0,Kepler
Kepler-290,b,Kepler-290 b,Transit,0.11,,,0,,,,,0,Kepler
Kepler-290,c,Kepler-290 c,Transit,0.205,,,0,,,,,0,Kepler
Kepler-291,b,Kepler-291 b,Transit,0.047,,,0,,,,,0,Kepler
Kepler-291,c,Kepler-291 c,Transit,0.065,,,0,,,,,0,Kepler
Kepler-292,b,Kepler-292 b,Transit,0.035,,,0,,,,,0,Kepler
Kepler-292,c,Kepler-292 c,Transit,0.045,,,0,,,,,0,Kepler
Kepler-292,d,Kepler-292 d,Transit,0.068,,,0,,,,,0,Kepler
Kepler-292,e,Kepler-292 e,Transit,0.097,,,0,,,,,0,Kepler
Kepler-292,f,Kepler-292 f,Transit,0.141,,,0,,,,,0,Kepler
Kepler-293,b,Kepler-293 b,Transit,0.144,,,0,,,,,0,Kepler
Kepler-293,c,Kepler-293 c,Transit,0.286,,,0,,,,,0,Kepler
Kepler-294,b,Kepler-294 b,Transit,0.048,,,0,,,,,0,Kepler
Kepler-294,c,Kepler-294 c,Transit,0.071,,,0,,,,,0,Kepler
Kepler-295,b,Kepler-295 b,Transit,0.099,,,0,,,,,0,Kepler
Kepler-295,c,Kepler-295 c,Transit,0.142,,,0,,,,,0,Kepler
Kepler-295,d,Kepler-295 d,Transit,0.192,,,0,,,,,0,Kepler
Kepler-296,b,Kepler-296 b,Transit,0.079,0.013,-0.013,0,0.33,,,1,0,Kepler
Kepler-296,c,Kepler-296 c,Transit,0.0521,0.0088,-0.0086,0,0.33,,,1,0,Kepler
Kepler-296,d,Kepler-296 d,Transit,0.118,0.02,-0.02,0,0.33,,,1,0,Kepler
Kepler-296,e,Kepler-296 e,Transit,0.169,0.029,-0.028,0,0.33,,,1,0,Kepler
Kepler-296,f,Kepler-296 f,Transit,0.255,0.043,-0.042,0,0.33,,,1,0,Kepler
Kepler-297,b,Kepler-297 b,Transit,0.217,,,0,,,,,0,Kepler
Kepler-297,c,Kepler-297 c,Transit,0.336,,,0,,,,,0,Kepler
Kepler-298,b,Kepler-298 b,Transit,0.08,,,0,,,,,0,Kepler
Kepler-298,c,Kepler-298 c,Transit,0.136,,,0,,,,,0,Kepler
Kepler-298,d,Kepler-298 d,Transit,0.305,,,0,,,,,0,Kepler
Kepler-299,b,Kepler-299 b,Transit,0.04,,,0,,,,,0,Kepler
Kepler-299,c,Kepler-299 c,Transit,0.07,,,0,,,,,0,Kepler
Kepler-299,d,Kepler-299 d,Transit,0.118,,,0,,,,,0,Kepler
Kepler-299,e,Kepler-299 e,Transit,0.22,,,0,,,,,0,Kepler
Kepler-30,b,Kepler-30 b,Transit,0.18,,,0,0.042,0.003,-0.003,0,0,Kepler
Kepler-30,c,Kepler-30 c,Transit,0.3,,,0,0.0111,0.001,-0.001,0,0,Kepler
Kepler-30,d,Kepler-30 d,Transit,0.5,,,0,0.022,0.005,-0.005,0,0,Kepler
Kepler-300,b,Kepler-300 b,Transit,0.094,,,0,,,,,0,Kepler
Kepler-300,c,Kepler-300 c,Transit,0.232,,,0,,,,,0,Kepler
Kepler-301,b,Kepler-301 b,Transit,0.036,,,0,,,,,0,Kepler
Kepler-301,c,Kepler-301 c,Transit,0.06,,,0,,,,,0,Kepler
Kepler-301,d,Kepler-301 d,Transit,0.112,,,0,,,,,0,Kepler
Kepler-302,b,Kepler-302 b,Transit,0.193,,,0,,,,,0,Kepler
Kepler-302,c,Kepler-302 c,Transit,0.503,,,0,,,,,0,Kepler
Kepler-303,b,Kepler-303 b,Transit,0.024,,,0,,,,,0,Kepler
Kepler-303,c,Kepler-303 c,Transit,0.057,,,0,,,,,0,Kepler
Kepler-304,b,Kepler-304 b,Transit,0.039,,,0,,,,,0,Kepler
Kepler-304,c,Kepler-304 c,Transit,0.054,,,0,,,,,0,Kepler
Kepler-304,d,Kepler-304 d,Transit,0.08,,,0,,,,,0,Kepler
Kepler-304,e,Kepler-304 e,Transit,,,,,,,,,0,Kepler
Kepler-305,b,Kepler-305 b,Transit,,,,,,,,,0,Kepler
Kepler-305,c,Kepler-305 c,Transit,,,,,,,,,0,Kepler
Kepler-305,d,Kepler-305 d,Transit,0.121,,,0,,,,,0,Kepler
Kepler-306,b,Kepler-306 b,Transit,0.05,,,0,,,,,0,Kepler
Kepler-306,c,Kepler-306 c,Transit,0.067,,,0,,,,,0,Kepler
Kepler-306,d,Kepler-306 d,Transit,0.12,,,0,,,,,0,Kepler
Kepler-306,e,Kepler-306 e,Transit,0.227,,,0,,,,,0,Kepler
Kepler-307,b,Kepler-307 b,Transit,,,,,,,,,0,Kepler
Kepler-307,c,Kepler-307 c,Transit,,,,,,,,,0,Kepler
Kepler-308,b,Kepler-308 b,Transit,0.09,,,0,,,,,0,Kepler
Kepler-308,c,Kepler-308 c,Transit,0.123,,,0,,,,,0,Kepler
Kepler-309,b,Kepler-309 b,Transit,0.059,,,0,,,,,0,Kepler
Kepler-309,c,Kepler-309 c,Transit,0.401,,,0,,,,,0,Kepler
Kepler-31,b,Kepler-31 b,Transit,0.16,,,0,,,,,0,Kepler
Kepler-31,c,Kepler-31 c,Transit,0.26,,,0,,,,,0,Kepler
Kepler-31,d,Kepler-31 d,Transit,0.4,,,0,,,,,0,Kepler
Kepler-310,b,Kepler-310 b,Transit,0.111,,,0,,,,,0,Kepler
Kepler-310,c,Kepler-310 c,Transit,0.281,,,0,,,,,0,Kepler
Kepler-310,d,Kepler-310 d,Transit,0.392,,,0,,,,,0,Kepler
Kepler-311,b,Kepler-311 b,Transit,0.087,,,0,,,,,0,Kepler
