pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
Kepler-147,b,Kepler-147 b,Transit,0.113,,,0,,,,,0,Kepler
Kepler-147,c,Kepler-147 c,Transit,0.216,,,0,,,,,0,Kepler
Kepler-1470,b,Kepler-1470 b,Transit,,,,,,,,,0,Kepler
Kepler-1471,b,Kepler-1471 b,Transit,,,,,,,,,0,Kepler
Kepler-1472,b,Kepler-1472 b,Transit,,,,,,,,,0,Kepler
Kepler-1473,b,Kepler-1473 b,Transit,,,,,,,,,0,Kepler
Kepler-1474,b,Kepler-1474 b,Transit,,,,,,,,,0,Kepler
Kepler-1475,b,Kepler-1475 b,Transit,,,,,,,,,0,Kepler
Kepler-1476,b,Kepler-1476 b,Transit,,,,,,,,,0,Kepler
Kepler-1477,b,Kepler-1477 b,Transit,,,,,,,,,0,Kepler
Kepler-1478,b,Kepler-1478 b,Transit,,,,,,,,,0,Kepler
Kepler-1479,b,Kepler-1479 b,Transit,,,,,,,,,0,Kepler
Kepler-148,b,Kepler-148 b,Transit,0.028,,,0,,,,,0,Kepler
Kepler-148,c,Kepler-148 c,Transit,0.05,,,0,,,,,0,Kepler
Kepler-148,d,Kepler-148 d,Transit,,,,,,,,,0,Kepler
Kepler-1480,b,Kepler-1480 b,Transit,,,,,,,,,0,Kepler
Kepler-1481,b,Kepler-1481 b,Transit,,,,,,,,,0,Kepler
Kepler-1482,b,Kepler-1482 b,Transit,,,,,,,,,0,Kepler
Kepler-1483,b,Kepler-1483 b,Transit,,,,,,,,,0,Kepler
Kepler-1484,b,Kepler-1484 b,Transit,,,,,,,,,0,Kepler
Kepler-1485,b,Kepler-1485 b,Transit,,,,,,,,,0,Kepler
Kepler-1486,b,Kepler-1486 b,Transit,,,,,,,,,0,Kepler
Kepler-1487,b,Kepler-1487 b,Transit,,,,,,,,,0,Kepler
Kepler-1488,b,Kepler-1488 b,Transit,,,,,,,,,0,Kepler
Kepler-1489,b,Kepler-1489 b,Transit,,,,,,,,,0,Kepler
Kepler-149,b,Kepler-149 b,Transit,0.184,,,0,,,,,0,Kepler
Kepler-149,c,Kepler-149 c,Transit,0.281,,,0,,,,,0,Kepler
Kepler-149,d,Kepler-149 d,Transit,0.571,,,0,,,,,0,Kepler
Kepler-1490,b,Kepler-1490 b,Transit,,,,,,,,,0,Kepler
Kepler-1491,b,Kepler-1491 b,Transit,,,,,,,,,0,Kepler
Kepler-1492,b,Kepler-1492 b,Transit,,,,,,,,,0,Kepler
Kepler-1493,b,Kepler-1493 b,Transit,,,,,,,,,0,Kepler
Kepler-1494,b,Kepler-1494 b,Transit,,,,,,,,,0,Kepler
Kepler-1495,b,Kepler-1495 b,Transit,,,,,,,,,0,Kepler
Kepler-1496,b,Kepler-1496 b,Transit,,,,,,,,,0,Kepler
Kepler-1497,b,Kepler-1497 b,Transit,,,,,,,,,0,Kepler
Kepler-1498,b,Kepler-1498 b,Transit,,,,,,,,,0,Kepler
Kepler-1499,b,Kepler-1499 b,Transit,,,,,,,,,0,Kepler
Kepler-15,b,Kepler-15 b,Transit,0.05714,0.00086,-0.00093,0,0.06,,,0,0,Kepler
Kepler-150,b,Kepler-150 b,Transit,0.044,,,0,,,,,0,Kepler
Kepler-150,c,Kepler-150 c,Transit,0.073,,,0,,,,,0,Kepler
Kepler-150,d,Kepler-150 d,Transit,0.104,,,0,,,,,0,Kepler
Kepler-150,e,Kepler-150 e,Transit,0.189,,,0,,,,,0,Kepler
Kepler-150,f,Kepler-150 f,Transit,1.24,0.29,-0.45,0,,,,,0,Kepler
Kepler-1500,b,Kepler-1500 b,Transit,,,,,,,,,0,Kepler
Kepler-1501,b,Kepler-1501 b,Transit,,,,,,,,,0,Kepler
Kepler-1502,b,Kepler-1502 b,Transit,,,,,,,,,0,Kepler
Kepler-1503,b,Kepler-1503 b,Transit,,,,,,,,,0,Kepler
Kepler-1504,b,Kepler-1504 b,Transit,,,,,,,,,0,Kepler
Kepler-1505,b,Kepler-1505 b,Transit,,,,,,,,,0,Kepler
Kepler-1506,b,Kepler-1506 b,Transit,,,,,,,,,0,Kepler
Kepler-1507,b,Kepler-1507 b,Transit,,,,,,,,,0,Kepler
Kepler-1508,b,Kepler-1508 b,Transit,,,,,,,,,0,Kepler
Kepler-1509,b,Kepler-1509 b,Transit,,,,,,,,,0,Kepler
Kepler-151,b,Kepler-151 b,Transit,0.116,,,0,,,,,0,Kepler
Kepler-151,c,Kepler-151 c,Transit,0.16,,,0,,,,,0,Kepler
Kepler-1510,b,Kepler-1510 b,Transit,,,,,,,,,0,Kepler
Kepler-1511,b,Kepler-1511 b,Transit,,,,,,,,,0,Kepler
Kepler-1512,b,Kepler-1512 b,Transit,,,,,,,,,0,Kepler
Kepler-1513,b,Kepler-1513 b,Transit,,,,,,,,,0,Kepler
Kepler-1514,b,Kepler-1514 b,Transit,,,,,,,,,0,Kepler
Kepler-1515,b,Kepler-1515 b,Transit,,,,,,,,,0,Kepler
Kepler-1516,b,Kepler-1516 b,Transit,,,,,,,,,0,Kepler
Kepler-1517,b,Kepler-1517 b,Transit,,,,,,,,,0,Kepler
Kepler-1518,b,Kepler-1518 b,Transit,,,,,,,,,0,Kepler
Kepler-1519,b,Kepler-1519 b,Transit,,,,,,,,,0,Kepler
Kepler-152,b,Kepler-152 b,Transit,0.124,,,0,,,,,0,Kepler
Kepler-152,c,Kepler-152 c,Transit,0.356,,,0,,,,,0,Kepler
Kepler-1520,b,Kepler-1520 b,Transit,,,,,,,,,0,Kepler
Kepler-1521,b,Kepler-1521 b,Transit,,,,,,,,,0,Kepler
Kepler-1522,b,Kepler-1522 b,Transit,,,,,,,,,0,Kepler
Kepler-1523,b,Kepler-1523 b,Transit,,,,,,,,,0,Kepler
Kepler-1524,b,Kepler-1524 b,Transit,,,,,,,,,0,Kepler
Kepler-1525,b,Kepler-1525 b,Transit,,,,,,,,,0,Kepler
Kepler-1526,b,Kepler-1526 b,Transit,,,,,,,,,0,Kepler
Kepler-1527,b,Kepler-1527 b,Transit,,,,,,,,,0,Kepler
Kepler-1528,b,Kepler-1528 b,Transit,,,,,,,,,0,Kepler
Kepler-1529,b,Kepler-1529 b,Transit,,,,,,,,,0,Kepler
Kepler-153,b,Kepler-153 b,Transit,0.129,,,0,,,,,0,Kepler
Kepler-153,c,Kepler-153 c,Transit,0.237,,,0,,,,,0,Kepler
Kepler-1530,b,Kepler-1530 b,Transit,,,,,,,,,0,Kepler
Kepler-1530,c,Kepler-1530 c,Transit,,,,,,,,,0,Kepler
Kepler-1531,b,Kepler-1531 b,Transit,,,,,,,,,0,Kepler
Kepler-1532,b,Kepler-1532 b,Transit,,,,,,,,,0,Kepler
Kepler-1533,b,Kepler-1533 b,Transit,,,,,,,,,0,Kepler
Kepler-1534,b,Kepler-1534 b,Transit,,,,,,,,,0,Kepler
Kepler-1535,b,Kepler-1535 b,Transit,,,,,,,,,0,Kepler
Kepler-1536,b,Kepler-1536 b,Transit,,,,,,,,,0,Kepler
Kepler-1537,b,Kepler-1537 b,Transit,,,,,,,,,0,Kepler
Kepler-1538,b,Kepler-1538 b,Transit,,,,,,,,,0,Kepler
Kepler-1539,b,Kepler-1539 b,Transit,,,,,,,,,0,Kepler
Kepler-154,b,Kepler-154 b,Transit,0.198,,,0,,,,,0,Kepler
Kepler-154,c,Kepler-154 c,Transit,0.303,,,0,,,,,0,Kepler
Kepler-154,d,Kepler-154 d,Transit,,,,,,,,,0,Kepler
Kepler-154,e,Kepler-154 e,Transit,,,,,,,,,0,Kepler
Kepler-154,f,Kepler-154 f,Transit,,,,,,,,,0,Kepler
Kepler-1540,b,Kepler-1540 b,Transit,,,,,,,,,0,Kepler
Kepler-1541,b,Kepler-1541 b,Transit,,,,,,,,,0,Kepler
Kepler-1542,b,Kepler-1542 b,Transit,,,,,,,,,0,Kepler
Kepler-1542,c,Kepler-1542 c,Transit,,,,,,,,,0,Kepler
Kepler-1542,d,Kepler-1542 d,Transit,,,,,,,,,0,Kepler
Kepler-1542,e,Kepler-1542 e,Transit,,,,,,,,,0,Kepler
Kepler-1543,b,Kepler-1543 b,Transit,,,,,,,,,0,Kepler
Kepler-1544,b,Kepler-1544 b,Transit,,,,,,,,,0,Kepler
Kepler-1545,b,Kepler-1545 b,Transit,,,,,,,,,0,Kepler
Kepler-1546,b,Kepler-1546 b,Transit,,,,,,,,,0,Kepler
Kepler-1547,b,Kepler-1547 b,Transit,,,,,,,,,0,Kepler
Kepler-1548,b,Kepler-1548 b,Transit,,,,,,,,,0,Kepler
Kepler-1549,b,Kepler-1549 b,Transit,,,,,,,,,0,Kepler
Kepler-155,b,Kepler-155 b,Transit,0.056,,,0,,,,,0,Kepler
Kepler-155,c,Kepler-155 c,Transit,0.242,,,0,,,,,0,Kepler
Kepler-1550,b,Kepler-1550 b,Transit,,,,,,,,,0,Kepler
Kepler-1551,b,Kepler-1551 b,Transit,,,,,,,,,0,Kepler
Kepler-1552,b,Kepler-1552 b,Transit,,,,,,,,,0,Kepler
Kepler-1553,b,Kepler-1553 b,Transit,,,,,,,,,0,Kepler
Kepler-1554,b,Kepler-1554 b,Transit,,,,,,,,,0,Kepler
Kepler-1555,b,Kepler-1555 b,Transit,,,,,,,,,0,Kepler
Kepler-1556,b,Kepler-1556 b,Transit,,,,,,,,,0,Kepler
Kepler-1557,b,Kepler-1557 b,Transit,,,,,,,,,0,Kepler
Kepler-1558,b,Kepler-1558 b,Transit,,,,,,,,,0,Kepler
Kepler-1559,b,Kepler-1559 b,Transit,,,,,,,,,0,Kepler
Kepler-156,b,Kepler-156 b,Transit,0.054,,,0,,,,,0,Kepler
Kepler-156,c,Kepler-156 c,Transit,0.117,,,0,,,,,0,Kepler
Kepler-1560,b,Kepler-1560 b,Transit,,,,,,,,,0,Kepler
Kepler-1561,b,Kepler-1561 b,Transit,,,,,,,,,0,Kepler
Kepler-1562,b,Kepler-1562 b,Transit,,,,,,,,,0,Kepler
Kepler-1563,b,Kepler-1563 b,Transit,,,,,,,,,0,Kepler
Kepler-1564,b,Kepler-1564 b,Transit,,,,,,,,,0,Kepler
Kepler-1565,b,Kepler-1565 b,Transit,,,,,,,,,0,Kepler
Kepler-1566,b,Kepler-1566 b,Transit,,,,,,,,,0,Kepler
Kepler-1567,b,Kepler-1567 b,Transit,,,,,,,,,0,Kepler
Kepler-1568,b,Kepler-1568 b,Transit,,,,,,,,,0,Kepler
Kepler-1569,b,Kepler-1569 b,Transit,,,,,,,,,0,Kepler
Kepler-157,b,Kepler-157 b,Transit,0.028,,,0,,,,,0,Kepler
Kepler-157,c,Kepler-157 c,Transit,0.11,,,0,,,,,0,Kepler
Kepler-157,d,Kepler-157 d,Transit,,,,,,,,,0,Kepler
Kepler-1570,b,Kepler-1570 b,Transit,,,,,,,,,0,Kepler
Kepler-1571,b,Kepler-1571 b,Transit,,,,,,,,,0,Kepler
Kepler-1572,b,Kepler-1572 b,Transit,,,,,,,,,0,Kepler
Kepler-1573,b,Kepler-1573 b,Transit,,,,,,,,,0,Kepler
Kepler-1574,b,Kepler-1574 b,Transit,,,,,,,,,0,Kepler
Kepler-1575,b,Kepler-1575 b,Transit,,,,,,,,,0,Kepler
Kepler-1576,b,Kepler-1576 b,Transit,,,,,,,,,0,Kepler
Kepler-1577,b,Kepler-1577 b,Transit,,,,,,,,,0,Kepler
Kepler-1578,b,Kepler-1578 b,Transit,,,,,,,,,0,Kepler
Kepler-1579,b,Kepler-1579 b,Transit,,,,,,,,,0,Kepler
Kepler-158,b,Kepler-158 b,Transit,0.111,,,0,,,,,0,Kepler
Kepler-158,c,Kepler-158 c,Transit,0.158,,,0,,,,,0,Kepler
Kepler-1580,b,Kepler-1580 b,Transit,,,,,,,,,0,Kepler
Kepler-1581,b,Kepler-1581 b,Transit,,,,,,,,,0,Kepler
Kepler-1582,b,Kepler-1582 b,Transit,,,,,,,,,0,Kepler
Kepler-1583,b,Kepler-1583 b,Transit,,,,,,,,,0,Kepler
Kepler-1584,b,Kepler-1584 b,Transit,,,,,,,,,0,Kepler
Kepler-1585,b,Kepler-1585 b,Transit,,,,,,,,,0,Kepler
Kepler-1586,b,Kepler-1586 b,Transit,,,,,,,,,0,Kepler
Kepler-1587,b,Kepler-1587 b,Transit,,,,,,,,,0,Kepler
Kepler-1588,b,Kepler-1588 b,Transit,,,,,,,,,0,Kepler
Kepler-1589,b,Kepler-1589 b,Transit,,,,,,,,,0,Kepler
Kepler-159,b,Kepler-159 b,Transit,0.082,,,0,,,,,0,Kepler
Kepler-159,c,Kepler-159 c,Transit,0.218,,,0,,,,,0,Kepler
Kepler-1590,b,Kepler-1590 b,Transit,,,,,,,,,0,Kepler
Kepler-1591,b,Kepler-1591 b,Transit,,,,,,,,,0,Kepler
Kepler-1592,b,Kepler-1592 b,Transit,,,,,,,,,0,Kepler
Kepler-1593,b,Kepler-1593 b,Transit,,,,,,,,,0,Kepler
Kepler-1594,b,Kepler-1594 b,Transit,,,,,,,,,0,Kepler
Kepler-1595,b,Kepler-1595 b,Transit,,,,,,,,,0,Kepler
Kepler-1596,b,Kepler-1596 b,Transit,,,,,,,,,0,Kepler
Kepler-1597,b,Kepler-1597 b,Transit,,,,,,,,,0,Kepler
Kepler-1598,b,Kepler-1598 b,Transit,,,,,,,,,0,Kepler
Kepler-1599,b,Kepler-1599 b,Transit,,,,,,,,,0,Kepler
Kepler-16,b,Kepler-16 b,Transit,0.7048,0.0011,-0.0011,0,0.0069,0.001,-0.0015,0,1,Kepler
Kepler-160,b,Kepler-160 b,Transit,0.05,,,0,,,,,0,Kepler
Kepler-160,c,Kepler-160 c,Transit,0.109,,,0,,,,,0,Kepler
Kepler-1600,b,Kepler-1600 b,Transit,,,,,,,,,0,Kepler
Kepler-1601,b,Kepler-1601 b,Transit,,,,,,,,,0,Kepler
Kepler-1602,b,Kepler-1602 b,Transit,,,,,,,,,0,Kepler
Kepler-1603,b,Kepler-1603 b,Transit,,,,,,,,,0,Kepler
Kepler-1604,b,Kepler-1604 b,Transit,,,,,,,,,0,Kepler
Kepler-1605,b,Kepler-1605 b,Transit,,,,,,,,,0,Kepler
Kepler-1606,b,Kepler-1606 b,Transit,,,,,,,,,0,Kepler
Kepler-1607,b,Kepler-1607 b,Transit,,,,,,,,,0,Kepler
Kepler-1608,b,Kepler-1608 b,Transit,,,,,,,,,0,Kepler
Kepler-1609,b,Kepler-1609 b,Transit,,,,,,,,,0,Kepler
Kepler-161,b,Kepler-161 b,Transit,0.054,,,0,,,,,0,Kepler
Kepler-161,c,Kepler-161 c,Transit,0.068,,,0,,,,,0,Kepler
Kepler-1610,b,Kepler-1610 b,Transit,,,,,,,,,0,Kepler
Kepler-1611,b,Kepler-1611 b,Transit,,,,,,,,,0,Kepler
Kepler-1612,b,Kepler-1612 b,Transit,,,,,,,,,0,Kepler
Kepler-1613,b,Kepler-1613 b,Transit,,,,,,,,,0,Kepler
Kepler-1614,b,Kepler-1614 b,Transit,,,,,,,,,0,Kepler
Kepler-1615,b,Kepler-1615 b,Transit,,,,,,,,,0,Kepler
Kepler-1616,b,Kepler-1616 b,Transit,,,,,,,,,0,Kepler
Kepler-1617,b,Kepler-1617 b,Transit,,,,,,,,,0,Kepler
Kepler-1618,b,Kepler-1618 b,Transit,,,,,,,,,0,Kepler
Kepler-1619,b,Kepler-1619 b,Transit,,,,,,,,,0,Kepler
Kepler-162,b,Kepler-162 b,Transit,0.069,,,0,,,,,0,Kepler
Kepler-162,c,Kepler-162 c,Transit,0.137,,,0,,,,,0,Kepler
Kepler-1620,b,Kepler-1620 b,Transit,,,,,,,,,0,Kepler
Kepler-1621,b,Kepler-1621 b,Transit,,,,,,,,,0,Kepler
Kepler-1622,b,Kepler-1622 b,Transit,,,,,,,,,0,Kepler
Kepler-1623,b,Kepler-1623 b,Transit,,,,,,,,,0,Kepler
Kepler-1624,b,Kepler-1624 b,Transit,,,,,,,,,0,Kepler
Kepler-1625,b,Kepler-1625 b,Transit,,,,,,,,,0,Kepler
Kepler-1626,b,Kepler-1626 b,Transit,,,,,,,,,0,Kepler
Kepler-1627,b,Kepler-1627 b,Transit,,,,,,,,,0,Kepler
Kepler-1628,b,Kepler-1628 b,Transit,,,,,,,,,0,Kepler
Kepler-1629,b,Kepler-1629 b,Transit,,,,,,,,,0,Kepler
Kepler-163,b,Kepler-163 b,Transit,0.078,,,0,,,,,0,Kepler
Kepler-163,c,Kepler-163 c,Transit,0.152,,,0,,,,,0,Kepler
Kepler-1630,b,Kepler-1630 b,Transit,,,,,,,,,0,Kepler
Kepler-1631,b,Kepler-1631 b,Transit,,,,,,,,,0,Kepler
Kepler-1632,b,Kepler-1632 b,Transit,,,,,,,,,0,Kepler
Kepler-1633,b,Kepler-1633 b,Transit,,,,,,,,,0,Kepler
Kepler-1634,b,Kepler-1634 b,Transit,,,,,,,,,0,Kepler
Kepler-1635,b,Kepler-1635 b,Transit,,,,,,,,,0,Kepler
Kepler-1636,b,Kepler-1636 b,Transit,,,,,,,,,0,Kepler
Kepler-1637,b,Kepler-1637 b,Transit,,,,,,,,,0,Kepler
Kepler-1638,b,Kepler-1638 b,Transit,,,,,,,,,0,Kepler
Kepler-1639,b,Kepler-1639 b,Transit,,,,,,,,,0,Kepler
Kepler-164,b,Kepler-164 b,Transit,0.058,,,0,,,,,0,Kepler
Kepler-164,c,Kepler-164 c,Transit,0.097,,,0,,,,,0,Kepler
Kepler-164,d,Kepler-164 d,Transit,0.187,,,0,,,,,0,Kepler
Kepler-1640,b,Kepler-1640 b,Transit,,,,,,,,,0,Kepler
Kepler-1641,b,Kepler-1641 b,Transit,,,,,,,,,0,Kepler
Kepler-1641,c,Kepler-1641 c,Transit,,,,,,,,,0,Kepler
Kepler-1642,b,Kepler-1642 b,Transit,,,,,,,,,0,Kepler
Kepler-1642,c,Kepler-1642 c,Transit,,,,,,,,,0,Kepler
Kepler-1643,b,Kepler-1643 b,Transit,,,,,,,,,0,Kepler
Kepler-1644,b,Kepler-1644 b,Transit,,,,,,,,,0,Kepler
Kepler-1645,b,Kepler-1645 b,Transit,,,,,,,,,0,Kepler
Kepler-1646,b,Kepler-1646 b,Transit,,,,,,,,,0,Kepler
Kepler-1647,b,Kepler-1647 b,Transit,2.7205,0.007,-0.007,0,0.0581,0.0689,-0.0689,0,1,Kepler
Kepler-1649,b,Kepler-1649 b,Transit,0.0514,0.0028,-0.0028,0,0,,,0,0,Kepler
Kepler-165,b,Kepler-165 b,Transit,0.072,,,0,,,,,0,Kepler
Kepler-165,c,Kepler-165 c,Transit,0.11,,,0,,,,,0,Kepler
Kepler-1650,b,Kepler-1650 b,Transit,,,,,0.01,0.15,-0.01,0,0,Kepler
Kepler-1651,b,Kepler-1651 b,Transit,,,,,0.13,0.06,-0.03,0,0,Kepler
Kepler-1652,b,Kepler-1652 b,Transit,0.1654,0.0042,-0.0075,0,,,,0,0,Kepler
Kepler-1653,b,Kepler-1653 b,Transit,0.4706,0.0098,-0.0041,0,,,,0,0,Kepler
Kepler-1654,b,Kepler-1654 b,Transit,2.026,0.037,-0.035,0,0.26,0.21,-0.11,0,0,Kepler
Kepler-1655,b,Kepler-1655 b,Transit,0.103,0.001,-0.001,0,,,,0,0,Kepler
Kepler-1656,b,Kepler-1656 b,Transit,0.197,0.021,-0.021,0,0.836,0.013,-0.012,0,0,Kepler
Kepler-1658,b,Kepler-1658 b,Transit,0.0544,0.0007,-0.0007,0,0.0628,0.0197,-0.0185,0,0,Kepler
Kepler-166,b,Kepler-166 b,Transit,0.072,,,0,,,,,0,Kepler
Kepler-166,c,Kepler-166 c,Transit,0.195,,,0,,,,,0,Kepler
Kepler-166,d,Kepler-166 d,Transit,,,,,,,,,0,Kepler
Kepler-1661,b,Kepler-1661 b,Transit,0.633,0.005,-0.005,0,0.057,0.005,-0.005,0,1,Kepler
Kepler-167,b,Kepler-167 b,Transit,0.0483,0.0017,-0.0025,0,0,,,0,0,Kepler
Kepler-167,c,Kepler-167 c,Transit,0.0684,0.024,-0.0035,0,0,,,0,0,Kepler
Kepler-167,d,Kepler-167 d,Transit,0.1405,0.005,-0.0071,0,0.12,,,1,0,Kepler
Kepler-167,e,Kepler-167 e,Transit,1.89,0.058,-0.067,0,0.062,0.104,-0.043,0,0,Kepler
Kepler-168,b,Kepler-168 b,Transit,0.056,,,0,,,,,0,Kepler
Kepler-168,c,Kepler-168 c,Transit,0.116,,,0,,,,,0,Kepler
Kepler-169,b,Kepler-169 b,Transit,0.04,,,0,,,,,0,Kepler
Kepler-169,c,Kepler-169 c,Transit,0.062,,,0,,,,,0,Kepler
Kepler-169,d,Kepler-169 d,Transit,0.075,,,0,,,,,0,Kepler
Kepler-169,e,Kepler-169 e,Transit,0.105,,,0,,,,,0,Kepler
Kepler-169,f,Kepler-169 f,Transit,0.359,,,0,,,,,0,Kepler
Kepler-17,b,Kepler-17 b,Transit,0.02591,0.00037,-0.00036,0,0.011,,,1,0,Kepler
Kepler-170,b,Kepler-170 b,Transit,0.08,,,0,,,,,0,Kepler
Kepler-170,c,Kepler-170 c,Transit,0.131,,,0,,,,,0,Kepler
Kepler-171,b,Kepler-171 b,Transit,0.05,,,0,,,,,0,Kepler
Kepler-171,c,Kepler-171 c,Transit,0.098,,,0,,,,,0,Kepler
Kepler-171,d,Kepler-171 d,Transit,0.223,,,0,,,,,0,Kepler
Kepler-172,b,Kepler-172 b,Transit,0.04,,,0,,,,,0,Kepler
Kepler-172,c,Kepler-172 c,Transit,0.068,,,0,,,,,0,Kepler
Kepler-172,d,Kepler-172 d,Transit,0.118,,,0,,,,,0,Kepler
Kepler-172,e,Kepler-172 e,Transit,0.211,,,0,,,,,0,Kepler
Kepler-173,b,Kepler-173 b,Transit,0.048,,,0,,,,,0,Kepler
Kepler-173,c,Kepler-173 c,Transit,0.074,,,0,,,,,0,Kepler
Kepler-174,b,Kepler-174 b,Transit,0.1,,,0,,,,,0,Kepler
Kepler-174,c,Kepler-174 c,Transit,0.214,,,0,,,,,0,Kepler
Kepler-174,d,Kepler-174 d,Transit,0.677,,,0,,,,,0,Kepler
Kepler-175,b,Kepler-175 b,Transit,0.105,,,0,,,,,0,Kepler
Kepler-175,c,Kepler-175 c,Transit,0.213,,,0,,,,,0,Kepler
Kepler-176,b,Kepler-176 b,Transit,0.058,,,0,,,,,0,Kepler
Kepler-176,c,Kepler-176 c,Transit,0.102,,,0,,,,,0,Kepler
Kepler-176,d,Kepler-176 d,Transit,0.163,,,0,,,,,0,Kepler
Kepler-176,e,Kepler-176 e,Transit,,,,,,,,,0,Kepler
Kepler-177,b,Kepler-177 b,Transit,,,,,,,,,0,Kepler
Kepler-177,c,Kepler-177 c,Transit,,,,,,,,,0,Kepler
Kepler-178,b,Kepler-178 b,Transit,0.085,,,0,,,,,0,Kepler
Kepler-178,c,Kepler-178 c,Transit,0.142,,,0,,,,,0,Kepler
Kepler-178,d,Kepler-178 d,Transit,0.397,,,0,,,,,0,Kepler
Kepler-179,b,Kepler-179 b,Transit,0.036,,,0,,,,,0,Kepler
Kepler-179,c,Kepler-179 c,Transit,0.064,,,0,,,,,0,Kepler
Kepler-18,b,Kepler-18 b,Transit,0.0447,0.0006,-0.0006,0,0,,,0,0,Kepler
Kepler-18,c,Kepler-18 c,Transit,0.0752,0.0011,-0.0011,0,0,,,0,0,Kepler
Kepler-18,d,Kepler-18 d,Transit,0.1172,0.0017,-0.0017,0,0,,,0,0,Kepler
Kepler-180,b,Kepler-180 b,Transit,0.109,,,0,,,,,0,Kepler
Kepler-180,c,Kepler-180 c,Transit,0.229,,,0,,,,,0,Kepler
Kepler-181,b,Kepler-181 b,Transit,0.04,,,0,,,,,0,Kepler
Kepler-181,c,Kepler-181 c,Transit,0.049,,,0,,,,,0,Kepler
Kepler-182,b,Kepler-182 b,Transit,0.096,,,0,,,,,0,Kepler
Kepler-182,c,Kepler-182 c,Transit,0.157,,,0,,,,,0,Kepler
Kepler-183,b,Kepler-183 b,Transit,0.064,,,0,,,,,0,Kepler
Kepler-183,c,Kepler-183 c,Transit,0.103,,,0,,,,,0,Kepler
Kepler-184,b,Kepler-184 b,Transit,0.092,,,0,,,,,0,Kepler
Kepler-184,c,Kepler-184 c,Transit,0.141,,,0,,,,,0,Kepler
Kepler-184,d,Kepler-184 d,Transit,0.179,,,0,,,,,0,Kepler
Kepler-185,b,Kepler-185 b,Transit,0.026,,,0,,,,,0,Kepler
Kepler-185,c,Kepler-185 c,Transit,0.139,,,0,,,,,0,Kepler
Kepler-186,b,Kepler-186 b,Transit,0.0343,0.0046,-0.0046,0,,,,,0,Kepler
Kepler-186,c,Kepler-186 c,Transit,0.0451,0.007,-0.007,0,,,,,0,Kepler
Kepler-186,d,Kepler-186 d,Transit,0.0781,0.01,-0.01,0,,,,,0,Kepler
Kepler-186,e,Kepler-186 e,Transit,0.11,0.015,-0.015,0,,,,,0,Kepler
Kepler-186,f,Kepler-186 f,Transit,0.432,0.171,-0.053,0,0.04,0.07,-0.04,-1,0,Kepler
Kepler-187,b,Kepler-187 b,Transit,0.059,,,0,,,,,0,Kepler
Kepler-187,c,Kepler-187 c,Transit,0.099,,,0,,,,,0,Kepler
Kepler-188,b,Kepler-188 b,Transit,0.032,,,0,,,,,0,Kepler
Kepler-188,c,Kepler-188 c,Transit,0.066,,,0,,,,,0,Kepler
Kepler-189,b,Kepler-189 b,Transit,0.088,,,0,,,,,0,Kepler
Kepler-189,c,Kepler-189 c,Transit,0.137,,,0,,,,,0,Kepler
Kepler-19,b,Kepler-19 b,Transit,,,,,0.12,0.02,-0.02,0,0,Kepler
Kepler-19,c,Kepler-19 c,Transit Timing Variations,,,,,0.21,0.05,-0.07,0,0,Kepler
Kepler-19,d,Kepler-19 d,Radial Velocity,,,,,0.05,0.16,-0.01,0,0,Roque de los Muchachos Observatory
Kepler-190,b,Kepler-190 b,Transit,0.03,,,0,,,,,0,Kepler
Kepler-190,c,Kepler-190 c,Transit,0.045,,,0,,,,,0,Kepler
Kepler-191,b,Kepler-191 b,Transit,0.087,,,0,,,,,0,Kepler
Kepler-191,c,Kepler-191 c,Transit,0.128,,,0,,,,,0,Kepler
Kepler-191,d,Kepler-191 d,Transit,,,,,,,,,0,Kepler
Kepler-192,b,Kepler-192 b,Transit,0.09,,,0,,,,,0,Kepler
Kepler-192,c,Kepler-192 c,Transit,0.15,,,0,,,,,0,Kepler
Kepler-192,d,Kepler-192 d,Transit,,,,,,,,,0,Kepler
Kepler-193,b,Kepler-193 b,Transit,0.106,,,0,,,,,0,Kepler
Kepler-193,c,Kepler-193 c,Transit,0.286,,,0,,,,,0,Kepler
Kepler-194,b,Kepler-194 b,Transit,0.032,,,0,,,,,0,Kepler
Kepler-194,c,Kepler-194 c,Transit,0.131,,,0,,,,,0,Kepler
Kepler-194,d,Kepler-194 d,Transit,0.275,,,0,,,,,0,Kepler
Kepler-195,b,Kepler-195 b,Transit,0.077,,,0,,,,,0,Kepler
Kepler-195,c,Kepler-195 c,Transit,0.197,,,0,,,,,0,Kepler
Kepler-196,b,Kepler-196 b,Transit,0.138,,,0,,,,,0,Kepler
Kepler-196,c,Kepler-196 c,Transit,0.24,,,0,,,,,0,Kepler
Kepler-197,b,Kepler-197 b,Transit,0.06,,,0,,,,,0,Kepler
Kepler-197,c,Kepler-197 c,Transit,0.09,,,0,,,,,0,Kepler
Kepler-197,d,Kepler-197 d,Transit,0.119,,,0,,,,,0,Kepler
Kepler-197,e,Kepler-197 e,Transit,0.164,,,0,,,,,0,Kepler
Kepler-198,b,Kepler-198 b,Transit,0.131,,,0,,,,,0,Kepler
